"";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue"
"1";0,72972972972973;0,640077821011673;0,558806366424264;0,862097415586498;0,351351351351351;3,0723931887697e-06;NA
