"";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue"
"1";0,756756756756757;0,677637947725073;0,588008307576086;0,882274825692892;0,351351351351351;5,77165458302617e-07;NA
