"";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue"
"1";0,722222222222222;0,444444444444444;0,465198034416944;0,903050787474441;0,5;0,048126220703125;0,371093369522698
