"";"Sensitivity";"Specificity";"Pos Pred Value";"Neg Pred Value";"Precision";"Recall";"F1";"Prevalence";"Detection Rate";"Detection Prevalence";"Balanced Accuracy"
"1";0,777777777777778;0,666666666666667;0,7;0,75;0,7;0,777777777777778;0,736842105263158;0,5;0,388888888888889;0,555555555555556;0,722222222222222
