"";"Sensitivity";"Specificity";"Pos Pred Value";"Neg Pred Value";"Precision";"Recall";"F1";"Prevalence";"Detection Rate";"Detection Prevalence";"Balanced Accuracy"
"1";0,666666666666667;0,444444444444444;0,545454545454545;0,571428571428571;0,545454545454545;0,666666666666667;0,6;0,5;0,333333333333333;0,611111111111111;0,555555555555556
