"";"Sensitivity";"Specificity";"Pos Pred Value";"Neg Pred Value";"Precision";"Recall";"F1";"Prevalence";"Detection Rate";"Detection Prevalence";"Balanced Accuracy"
"1";0,888888888888889;0,555555555555556;0,666666666666667;0,833333333333333;0,666666666666667;0,888888888888889;0,761904761904762;0,5;0,444444444444444;0,666666666666667;0,722222222222222
