"";"Sensitivity";"Specificity";"Pos Pred Value";"Neg Pred Value";"Precision";"Recall";"F1";"Prevalence";"Detection Rate";"Detection Prevalence";"Balanced Accuracy"
"1";0,9;1;1;0,909090909090909;1;0,9;0,947368421052632;0,5;0,45;0,45;0,95
