"";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue"
"1";0,95;0,9;0,751267237227972;0,99873491050205;0,5;2,00271606445312e-05;1
